,item_1,item_2,item_3
6588,tomatoes,parmesan cheese,milk
6589,shrimp,vegetables mix,cookies
6590,red wine,carrots,tomato juice
6594,fresh tuna,whole wheat pasta,pepper
6595,shrimp,ground beef,eggs
6597,shrimp,frozen vegetables,avocado
6598,burgers,eggs,french fries
6600,shrimp,milk,french fries
6601,cereals,french fries,light mayo
6602,eggs,cake,light mayo
6607,burgers,frozen vegetables,whole wheat pasta
6608,grated cheese,yams,muffins
6609,ground beef,spaghetti,eggplant
6611,whole wheat pasta,ground beef,mineral water
6612,red wine,vegetables mix,mushroom cream sauce
6614,chocolate,salmon,french fries
6615,chocolate,frozen vegetables,ground beef
6616,turkey,mineral water,avocado
6618,ground beef,mineral water,eggs
6622,chocolate,spaghetti,mineral water
6623,turkey,blueberries,white wine
6624,spaghetti,mineral water,body spray
6626,spinach,ketchup,pancakes
6627,clothes accessories,antioxydant juice,green tea
6628,red wine,mineral water,chocolate
6631,burgers,mineral water,soup
6632,tomatoes,milk,whole wheat rice
6633,frozen vegetables,soup,milk
6634,turkey,spinach,eggs
6642,burgers,eggs,frozen smoothie
6643,shrimp,spaghetti,energy bar
6644,spaghetti,french wine,salmon
6647,tomatoes,flax seed,escalope
6648,mineral water,whole wheat rice,french fries
6650,ham,muffins,eggs
6653,fresh tuna,ground beef,chocolate
6655,chocolate,shrimp,cereals
6657,gums,escalope,mushroom cream sauce
6658,turkey,grated cheese,mineral water
6659,spaghetti,soup,olive oil
6660,mineral water,rice,cottage cheese
6662,frozen vegetables,ground beef,mineral water
6663,spaghetti,mineral water,french fries
6666,grated cheese,whole wheat pasta,mineral water
6667,chocolate,almonds,green grapes
6669,frozen vegetables,tomatoes,parmesan cheese
6672,grated cheese,herb & pepper,mineral water
6674,milk,shallot,cottage cheese
6675,turkey,spinach,french fries
6677,pickles,parmesan cheese,spaghetti
6678,pepper,spaghetti,black tea
6680,soup,melons,salad
6681,herb & pepper,ground beef,pepper
6683,burgers,mineral water,soup
6684,shrimp,olive oil,whole wheat rice
6685,chocolate,grated cheese,tomato sauce
6686,spaghetti,meatballs,chocolate
6688,frozen vegetables,mineral water,hot dogs
6689,tomatoes,chocolate,black tea
6693,grated cheese,frozen vegetables,fromage blanc
6696,mineral water,muffins,french fries
6697,herb & pepper,shrimp,parmesan cheese
6698,herb & pepper,black tea,strawberries
6700,whole wheat pasta,mineral water,olive oil
6701,burgers,fromage blanc,honey
6702,shrimp,spaghetti,butter
6703,mineral water,soup,milk
6706,whole wheat pasta,salmon,vegetables mix
6707,spaghetti,chocolate,energy bar
6708,turkey,ground beef,meatballs
6709,ham,red wine,pepper
6710,milk,oil,carrots
6712,mineral water,milk,chicken
6715,turkey,shrimp,spaghetti
6716,burgers,shrimp,frozen vegetables
6717,shrimp,ground beef,spaghetti
6718,vegetables mix,french fries,fresh bread
6719,burgers,shrimp,mineral water
6720,mineral water,whole wheat rice,zucchini
6721,fresh tuna,mineral water,almonds
6725,red wine,ground beef,spaghetti
6728,turkey,eggs,ketchup
6737,pepper,mineral water,milk
6738,mineral water,milk,pancakes
6739,milk,flax seed,almonds
6744,tomatoes,whole wheat pasta,spaghetti
6745,turkey,olive oil,chicken
6746,turkey,parmesan cheese,spaghetti
6747,pepper,spaghetti,blueberries
6748,herb & pepper,tomatoes,spaghetti
6749,burgers,shrimp,whole wheat pasta
6750,spaghetti,black tea,french fries
6751,chocolate,frozen vegetables,whole wheat pasta
6752,frozen vegetables,tomatoes,mineral water
6753,frozen vegetables,ground beef,chocolate
6754,tomatoes,butter,chutney
6756,frozen vegetables,ground beef,mineral water
6760,pancakes,cake,cooking oil
6762,meatballs,whole wheat rice,cake
6763,mineral water,soup,gums
6764,herb & pepper,tomato sauce,mineral water
6765,ham,herb & pepper,whole wheat pasta
6766,shrimp,mineral water,pancakes
6767,butter,chicken,french fries
6768,whole wheat pasta,mineral water,light cream
6770,mineral water,meatballs,milk
6773,grated cheese,spaghetti,olive oil
6775,shrimp,frozen vegetables,mineral water
6776,spaghetti,mineral water,salmon
6779,soup,eggs,cake
6780,mineral water,eggs,oil
6781,burgers,ground beef,spaghetti
6782,french fries,frozen smoothie,cottage cheese
6783,muffins,whole wheat rice,cake
6784,frozen vegetables,mineral water,meatballs
6785,fresh tuna,tomatoes,ground beef
6786,ham,frozen vegetables,eggs
6787,whole wheat pasta,milk,pancakes
6788,spaghetti,mineral water,eggs
6791,chocolate,cake,cereals
6792,mineral water,eggs,honey
6794,turkey,frozen vegetables,mineral water
6799,turkey,grated cheese,avocado
6800,turkey,herb & pepper,whole wheat pasta
6802,herb & pepper,spaghetti,eggs
6805,mineral water,cake,low fat yogurt
6806,mineral water,mint green tea,escalope
6807,fresh tuna,olive oil,salmon
6808,turkey,parmesan cheese,milk
6809,ground beef,spaghetti,mineral water
6811,red wine,yams,mineral water
6812,burgers,mushroom cream sauce,low fat yogurt
6813,ham,mineral water,soup
6814,frozen vegetables,mineral water,energy bar
6815,ground beef,pepper,spaghetti
6818,ground beef,mineral water,soup
6820,grated cheese,spaghetti,mineral water
6821,ground beef,milk,whole wheat rice
6822,burgers,yams,butter
6824,shrimp,mineral water,black tea
6826,mineral water,chocolate,escalope
6829,herb & pepper,chicken,cookies
6832,turkey,fromage blanc,pancakes
6833,mineral water,gums,green tea
6834,burgers,tomatoes,mineral water
6836,grated cheese,herb & pepper,pepper
6837,frozen vegetables,mineral water,chicken
6838,milk,strawberries,low fat yogurt
6839,red wine,ground beef,mineral water
6841,antioxydant juice,french fries,pancakes
6842,herb & pepper,whole wheat pasta,milk
6843,chocolate,ground beef,milk
6844,milk,salmon,green tea
6848,herb & pepper,ground beef,chocolate
6849,energy bar,pancakes,champagne
6850,herb & pepper,mineral water,eggs
6852,mineral water,milk,extra dark chocolate
6854,burgers,red wine,ground beef
6858,tomatoes,spaghetti,cookies
6859,turkey,frozen vegetables,ground beef
6860,turkey,cooking oil,chocolate
6862,cake,french fries,pancakes
6864,burgers,black tea,eggs
6866,cake,french fries,energy drink
6867,ground beef,mineral water,milk
6868,ground beef,corn,cauliflower
6869,herb & pepper,ground beef,spaghetti
6870,milk,butter,chicken
6871,turkey,mineral water,milk
6873,mineral water,chicken,pancakes
6874,parmesan cheese,avocado,milk
6877,almonds,eggs,yogurt cake
6882,tomatoes,meatballs,chicken
6883,tomatoes,chocolate,eggs
6893,chocolate,pancakes,light cream
6894,whole wheat pasta,french fries,brownies
6895,ground beef,cookies,toothpaste
6896,ham,whole wheat rice,french fries
6898,shrimp,milk,butter
6899,mineral water,sparkling water,yogurt cake
6900,french fries,escalope,pasta
6901,ground beef,spaghetti,yams
6903,ground beef,spaghetti,mineral water
6906,herb & pepper,vegetables mix,clothes accessories
6907,milk,eggs,burger sauce
6908,chocolate,cake,cottage cheese
6909,eggs,chocolate,yogurt cake
6910,fresh tuna,spaghetti,french wine
6911,turkey,mineral water,milk
6912,ground beef,spaghetti,mineral water
6914,meatballs,energy drink,fresh bread
6915,burgers,grated cheese,frozen vegetables
6916,frozen vegetables,cake,french fries
6918,burgers,mineral water,whole wheat rice
6920,frozen vegetables,ketchup,green tea
6922,mineral water,vegetables mix,eggs
6924,herb & pepper,ground beef,brownies
6927,spaghetti,black tea,strong cheese
6931,burgers,eggs,french fries
6934,parmesan cheese,ground beef,spaghetti
6936,spaghetti,mineral water,milk
6937,burgers,fresh tuna,eggs
6938,turkey,ground beef,salmon
6939,mineral water,cake,gums
6940,cookies,brownies,pancakes
6950,spaghetti,mineral water,olive oil
6952,soup,avocado,eggs
6954,chocolate,cookies,champagne
6955,shrimp,energy drink,green tea
6958,red wine,whole wheat pasta,avocado
6960,grated cheese,ground beef,tomato sauce
6962,burgers,frozen vegetables,chicken
6963,black tea,vegetables mix,pancakes
6964,turkey,mineral water,eggs
6965,whole wheat pasta,milk,strong cheese
6968,mineral water,milk,blueberries
6971,ham,salmon,french fries
6972,herb & pepper,shrimp,frozen vegetables
6973,milk,bug spray,green tea
6980,pepper,oil,clothes accessories
6981,mineral water,meatballs,chicken
6985,grated cheese,shrimp,frozen vegetables
6988,chocolate,french fries,shallot
6989,shrimp,meatballs,honey
6990,parmesan cheese,eggs,cottage cheese
6992,red wine,frozen vegetables,pepper
6995,burgers,spaghetti,energy bar
6996,grated cheese,pepper,milk
6997,pepper,spaghetti,mineral water
6998,herb & pepper,shrimp,parmesan cheese
6999,milk,chocolate,champagne
7004,turkey,shrimp,spaghetti
7008,energy bar,eggs,chocolate
7009,french fries,yogurt cake,green tea
7011,frozen vegetables,brownies,low fat yogurt
7015,red wine,black tea,french wine
7016,spaghetti,vegetables mix,french fries
7017,ground beef,milk,butter
7019,fresh tuna,frozen vegetables,tomatoes
7020,escalope,pasta,mushroom cream sauce
7021,muffins,pancakes,eggs
7023,herb & pepper,cider,eggs
7028,herb & pepper,spaghetti,mineral water
7029,ham,spaghetti,avocado
7032,turkey,burgers,spaghetti
7040,ground beef,mineral water,cottage cheese
7041,burgers,eggs,green tea
7043,frozen vegetables,milk,chocolate
7047,pepper,olive oil,low fat yogurt
7049,chocolate,salmon,pancakes
7050,mineral water,french fries,frozen smoothie
7052,ham,mineral water,pancakes
7053,spaghetti,flax seed,french fries
7054,mineral water,vegetables mix,honey
7055,herb & pepper,ground beef,spaghetti
7056,turkey,burgers,milk
7057,burgers,fresh tuna,soup
7060,eggplant,cookies,pancakes
7062,shrimp,frozen vegetables,whole wheat rice
7063,mineral water,whole wheat rice,bug spray
7065,turkey,pepper,meatballs
7066,frozen vegetables,parmesan cheese,vegetables mix
7068,tomato sauce,chocolate,pancakes
7069,burgers,ground beef,energy drink
7070,ground beef,tomato sauce,mineral water
7071,soup,milk,honey
7072,avocado,champagne,frozen smoothie
7073,frozen vegetables,tomatoes,mineral water
7075,eggs,french fries,salad
7077,red wine,spaghetti,soup
7080,chocolate,escalope,champagne
7081,chicken,whole wheat rice,ham
7082,ground beef,milk,french fries
7083,cookies,hot dogs,pancakes
7084,mineral water,chocolate,milk
7087,milk,light cream,chicken
7088,milk,olive oil,butter
7089,burgers,eggs,cooking oil
7090,spaghetti,chicken,eggs
7092,herb & pepper,salmon,eggs
7093,herb & pepper,chicken,french fries
7094,tomatoes,fromage blanc,chocolate
7095,frozen vegetables,tomatoes,vegetables mix
7097,grated cheese,mineral water,milk
7098,burgers,herb & pepper,red wine
7099,chocolate,ground beef,mineral water
7100,turkey,herb & pepper,spaghetti
7101,tomatoes,tomato sauce,spaghetti
7102,mineral water,milk,chocolate
7105,tomatoes,spaghetti,olive oil
7106,turkey,ham,chocolate
7108,chocolate,milk,salmon
7109,ham,shrimp,milk
7110,clothes accessories,protein bar,tomato juice
7111,burgers,red wine,cooking oil
7113,tomatoes,mineral water,chicken
7114,frozen vegetables,mineral water,vegetables mix
7115,herb & pepper,shrimp,soup
7118,ground beef,chocolate,champagne
7119,frozen vegetables,ground beef,soup
7120,herb & pepper,spaghetti,mineral water
7124,pancakes,eggs,light cream
7125,avocado,energy drink,low fat yogurt
7126,energy bar,nonfat milk,bug spray
7127,burgers,fresh tuna,herb & pepper
7128,eggs,cooking oil,chocolate
7130,shrimp,frozen vegetables,mineral water
7131,grated cheese,herb & pepper,parmesan cheese
7132,dessert wine,soup,eggs
7133,turkey,green grapes,eggs
7136,grated cheese,cooking oil,light mayo
7139,chocolate,ground beef,spaghetti
7140,parmesan cheese,cake,green tea
7142,turkey,red wine,ground beef
7144,mineral water,milk,nonfat milk
7145,burgers,frozen vegetables,tomatoes
7147,tomatoes,chicken,eggs
7148,frozen vegetables,mineral water,milk
7149,olive oil,salmon,light cream
7150,frozen vegetables,rice,light mayo
7151,turkey,tomatoes,spaghetti
7154,chocolate,mineral water,eggs
7157,honey,champagne,escalope
7158,turkey,milk,pancakes
7162,burgers,french wine,green tea
7163,french fries,pancakes,light mayo
7164,frozen vegetables,ground beef,mineral water
7167,chocolate,eggs,french fries
7168,soup,chicken,eggs
7169,spaghetti,eggs,eggplant
7172,herb & pepper,mineral water,milk
7174,vegetables mix,cereals,green tea
7177,grated cheese,herb & pepper,ground beef
7178,mineral water,soup,eggs
7180,burgers,grated cheese,herb & pepper
7181,black tea,chicken,eggs
7182,burgers,spaghetti,eggs
7184,milk,salmon,cereals
7185,mineral water,milk,cake
7187,burgers,eggs,barbecue sauce
7188,milk,clothes accessories,low fat yogurt
7189,frozen vegetables,whole wheat pasta,olive oil
7192,frozen vegetables,mineral water,milk
7195,burgers,escalope,pasta
7196,grated cheese,frozen vegetables,tomatoes
7198,extra dark chocolate,champagne,green tea
7201,grated cheese,red wine,spaghetti
7202,chicken,eggs,soda
7203,frozen vegetables,pepper,spaghetti
7206,turkey,burgers,ham
7207,mineral water,eggplant,cereals
7208,grated cheese,spaghetti,mineral water
7209,turkey,chocolate,champagne
7211,chocolate,spaghetti,mineral water
7214,milk,tea,frozen smoothie
7215,turkey,burgers,frozen vegetables
7217,shrimp,pepper,butter
7218,spaghetti,mineral water,milk
7220,energy bar,eggs,strawberries
7224,frozen vegetables,parmesan cheese,milk
7225,mineral water,meatballs,french wine
7227,rice,chocolate bread,body spray
7228,mineral water,milk,vegetables mix
7229,fromage blanc,chocolate,french fries
7231,vegetables mix,cookies,mushroom cream sauce
7232,frozen vegetables,vegetables mix,eggs
7233,herb & pepper,spaghetti,brownies
7237,french fries,champagne,hot dogs
7238,burgers,eggs,french fries
7240,frozen vegetables,mineral water,meatballs
7241,herb & pepper,frozen vegetables,milk
7242,whole wheat rice,cake,gums
7244,whole wheat pasta,spaghetti,milk
7245,shrimp,tomatoes,chocolate
7247,red wine,parmesan cheese,mineral water
7249,parmesan cheese,shallot,brownies
7250,frozen vegetables,ground beef,spaghetti
7252,red wine,ground beef,milk
7253,cake,french fries,hot dogs
7254,burgers,spaghetti,milk
7255,burgers,fresh tuna,chocolate
7260,eggs,french fries,protein bar
7261,chocolate,spaghetti,eggs
7262,turkey,red wine,mineral water
7264,shrimp,mineral water,milk
7266,herb & pepper,ground beef,soup
7270,mineral water,french fries,asparagus
7271,fresh tuna,whole wheat pasta,ground beef
7276,avocado,green grapes,oil
7279,pickles,tomatoes,milk
7280,eggs,french fries,asparagus
7282,frozen smoothie,mint,green tea
7283,spaghetti,avocado,honey
7285,frozen vegetables,mineral water,soup
7286,salmon,melons,tomato juice
7287,red wine,french fries,mashed potato
7288,turkey,ham,spaghetti
7290,spaghetti,milk,olive oil
7291,burgers,red wine,pepper
7292,burgers,whole wheat pasta,soup
7294,chocolate,cottage cheese,pancakes
7295,turkey,frozen vegetables,mineral water
7296,mineral water,french wine,escalope
7299,burgers,mineral water,chocolate bread
7304,herb & pepper,ground beef,champagne
7305,turkey,burgers,pet food
7307,tomatoes,whole wheat pasta,ground beef
7308,chocolate,whole wheat pasta,salmon
7309,turkey,burgers,cake
7310,milk,nonfat milk,eggs
7311,muffins,honey,toothpaste
7313,rice,french fries,cottage cheese
7314,ground beef,mineral water,olive oil
7315,spaghetti,chocolate,olive oil
7316,french fries,cookies,low fat yogurt
7317,french fries,champagne,brownies
7318,parmesan cheese,whole wheat pasta,meatballs
7320,tomatoes,muffins,chocolate
7321,strawberries,pancakes,yogurt cake
7322,turkey,ground beef,pepper
7323,turkey,shrimp,frozen vegetables
7324,burgers,mineral water,eggs
7330,burgers,shrimp,frozen vegetables
7332,burgers,eggs,french fries
7334,turkey,mineral water,fromage blanc
7335,cake,cooking oil,light mayo
7338,chocolate,grated cheese,frozen smoothie
7342,turkey,herb & pepper,red wine
7343,grated cheese,shrimp,ground beef
7344,frozen vegetables,mineral water,pancakes
7345,soup,strawberries,yogurt cake
7346,spaghetti,almonds,french wine
7347,milk,vegetables mix,cottage cheese
7348,burgers,tomatoes,spaghetti
7349,mineral water,vegetables mix,muffins
7350,spaghetti,salmon,muffins
7351,turkey,soup,french fries
7352,ham,chocolate,herb & pepper
7353,cereals,french fries,yogurt cake
7354,clothes accessories,chocolate,pasta
7359,chocolate,herb & pepper,spaghetti
7361,green tea,french fries,gluten free bar
7362,vegetables mix,muffins,whole wheat rice
7364,burgers,shrimp,pasta
7366,tomatoes,butter,gums
7369,shrimp,pasta,mineral water
7372,grated cheese,ground beef,french fries
7373,spaghetti,butter,chicken
7374,spaghetti,cider,whole wheat rice
7375,ham,milk,fresh bread
7376,mineral water,black tea,eggs
7378,frozen vegetables,honey,corn
7379,frozen vegetables,milk,energy bar
7381,burgers,grated cheese,frozen vegetables
7383,green tea,chocolate,cookies
7388,cake,french fries,brownies
7391,green grapes,chocolate,french fries
7395,mineral water,extra dark chocolate,chocolate
7397,frozen vegetables,mineral water,chicken
7398,shrimp,pasta,soup
7401,tomatoes,mineral water,eggs
7402,grated cheese,mineral water,olive oil
7404,cooking oil,toothpaste,low fat yogurt
7405,chocolate,ground beef,butter
7406,ham,ground beef,pepper
7407,ground beef,spaghetti,mineral water
7408,fresh tuna,parmesan cheese,fresh bread
7410,olive oil,eggs,cake
7412,shrimp,pasta,ground beef
7413,tomatoes,spaghetti,mineral water
7414,herb & pepper,ground beef,spaghetti
7415,milk,chicken,cake
7416,burgers,eggs,escalope
7419,chocolate,escalope,energy drink
7425,french fries,frozen smoothie,cottage cheese
7427,turkey,ham,grated cheese
7428,frozen vegetables,mineral water,honey
7429,grated cheese,mineral water,chicken
7430,chocolate,frozen vegetables,spaghetti
7431,chocolate,grated cheese,frozen vegetables
7432,eggs,eggplant,french fries
7433,gums,frozen smoothie,low fat yogurt
7434,burgers,herb & pepper,shrimp
7435,burgers,frozen vegetables,flax seed
7441,whole wheat pasta,spaghetti,mineral water
7442,shrimp,pasta,low fat yogurt
7443,ham,ground beef,spaghetti
7444,tomatoes,almonds,eggs
7445,parmesan cheese,whole wheat pasta,brownies
7447,burgers,parmesan cheese,mineral water
7449,chocolate,shrimp,pasta
7450,burgers,shrimp,pasta
7451,dessert wine,frozen vegetables,milk
7452,ground beef,chicken,cereals
7454,grated cheese,spaghetti,almonds
7458,burgers,ham,parmesan cheese
7459,red wine,honey,rice
7460,fromage blanc,escalope,pasta
7461,frozen vegetables,tomatoes,ground beef
7462,burgers,eggs,cake
7464,herb & pepper,ground beef,eggs
7465,eggs,french fries,brownies
7467,turkey,burgers,grated cheese
7469,whole wheat pasta,mineral water,light cream
7472,chocolate,grated cheese,mineral water
7473,whole wheat rice,cake,cottage cheese
7474,turkey,shrimp,pasta
7475,turkey,mineral water,cooking oil
7476,tomatoes,tomato sauce,spaghetti
7478,turkey,ground beef,mineral water
7479,shrimp,pasta,mineral water
7480,frozen vegetables,french wine,pancakes
7481,chocolate,shrimp,pasta
7483,fresh tuna,parmesan cheese,whole wheat pasta
7485,parmesan cheese,champagne,white wine
7486,red wine,tomato sauce,spaghetti
7490,herb & pepper,spaghetti,low fat yogurt
7493,burgers,salmon,pancakes
7494,turkey,burgers,dessert wine
7496,butter,light mayo,fresh bread
7497,burgers,frozen vegetables,eggs
7500,eggs,frozen smoothie,yogurt cake
