,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19
1324, all- purpose, sandwich bags, fruits, waffles, cheeses, sandwich loaves, vegetables, lunch meat, soda, dinner rolls, all- purpose, pasta, beef, hand soap, cheeses, paper towels, vegetables, soda, paper towels
1325, laundry detergent, mixes, pasta, pasta, mixes, laundry detergent, soda, bagels, soda, spaghetti sauce, butter, shampoo, toilet paper, sandwich loaves, beef, fruits, coffee/tea, sandwich loaves, dinner rolls
1326, bagels, milk, fruits, paper towels, soap, dinner rolls, all- purpose, flour, lunch meat, sugar, pork, sandwich loaves, laundry detergent, shampoo, cheeses, beef, flour, milk, cereals
1328, sandwich bags, spaghetti sauce, all- purpose, aluminum foil, milk, bagels, toilet paper, eggs, coffee/tea, toilet paper, mixes, toilet paper, paper towels, mixes, cheeses, pasta, butter, cereals, vegetables
1334, coffee/tea, ice cream, bagels, pork, waffles, vegetables, juice, aluminum foil, ketchup, milk, soda, bagels, beef, eggs, coffee/tea, pork, juice, pork, 
1335, lunch meat, butter, ketchup, fruits, juice, dinner rolls, ketchup, vegetables, toilet paper, pork, coffee/tea, milk, all- purpose, shampoo, cheeses, lunch meat, fruits, milk, hand soap
1338, soap, dinner rolls, shampoo, sandwich bags, butter, bagels, paper towels, paper towels, pasta, aluminum foil, lunch meat, dishwashing liquid/detergent, beef, soda, pork, pasta, sandwich bags, mixes, soda
1340, toilet paper, poultry, sandwich bags, eggs, soda, ice cream, cheeses, beef, pork, sandwich bags, sandwich bags, eggs, eggs, sandwich bags, beef, milk, vegetables, lunch meat, lunch meat
1341, dinner rolls, aluminum foil, cereals, pasta, flour, cereals, yogurt, vegetables, cheeses, spaghetti sauce, dishwashing liquid/detergent, spaghetti sauce, soda, spaghetti sauce, juice, ketchup, shampoo, pork, soap
1344, tortillas, lunch meat, milk, bagels, soap, poultry, sugar, ice cream, flour, eggs, vegetables, mixes, ketchup, eggs, toilet paper, laundry detergent, poultry, dinner rolls, 
1346, vegetables, tortillas, toilet paper, toilet paper, shampoo, fruits, spaghetti sauce, laundry detergent, eggs, soap, dishwashing liquid/detergent, individual meals, all- purpose, flour, shampoo, poultry, pork, spaghetti sauce, sugar
1347, lunch meat, individual meals, yogurt, dishwashing liquid/detergent, ketchup, coffee/tea, sugar, vegetables, laundry detergent, pork, dinner rolls, vegetables, tortillas, sugar, vegetables, ketchup, yogurt, aluminum foil, soap
1348, juice, vegetables, toilet paper, vegetables, bagels, ice cream, toilet paper, aluminum foil, dishwashing liquid/detergent, yogurt, coffee/tea, milk, pasta, butter, individual meals, cheeses, vegetables, cheeses, butter
1349, shampoo, hand soap, ice cream, eggs, cereals, tortillas, spaghetti sauce, aluminum foil, bagels, vegetables, milk, spaghetti sauce, yogurt, ice cream, soda, vegetables, cheeses, individual meals, bagels
1350, dishwashing liquid/detergent, vegetables, flour, tortillas, vegetables, waffles, butter, butter, juice, soda, poultry, butter, eggs, vegetables, milk, toilet paper, sandwich loaves, fruits, tortillas
1351, beef, poultry, flour, cereals, waffles, all- purpose, ketchup, soap, yogurt, ice cream, pork, bagels, coffee/tea, eggs, coffee/tea, sugar, individual meals, dishwashing liquid/detergent, milk
1352, poultry, poultry, dishwashing liquid/detergent, ice cream, soda, vegetables, cheeses, pasta, juice, toilet paper, individual meals, vegetables, coffee/tea, dinner rolls, shampoo, toilet paper, laundry detergent, pasta, sugar
1353, flour, cereals, vegetables, sugar, butter, flour, all- purpose, individual meals, beef, cereals, soda, poultry, lunch meat, ice cream, cereals, toilet paper, hand soap, toilet paper, spaghetti sauce
1357, pasta, spaghetti sauce, butter, soda, pasta, toilet paper, poultry, poultry, vegetables, eggs, aluminum foil, soap, shampoo, laundry detergent, vegetables, dinner rolls, sandwich loaves, bagels, bagels
1360, spaghetti sauce, cheeses, beef, individual meals, tortillas, waffles, spaghetti sauce, poultry, vegetables, eggs, flour, bagels, cereals, cheeses, cheeses, cheeses, flour, dinner rolls, vegetables
1367, flour, tortillas, sandwich loaves, bagels, hand soap, toilet paper, fruits, pasta, soap, sandwich loaves, milk, aluminum foil, cheeses, bagels, yogurt, vegetables, milk, pork, waffles
1371, sandwich loaves, all- purpose, soap, bagels, spaghetti sauce, waffles, laundry detergent, sandwich loaves, soap, fruits, vegetables, laundry detergent, eggs, flour, vegetables, tortillas, mixes, spaghetti sauce, lunch meat
1373, lunch meat, individual meals, lunch meat, soap, individual meals, poultry, poultry, milk, sandwich bags, pasta, vegetables, cheeses, dinner rolls, bagels, dinner rolls, butter, vegetables, cheeses, sandwich bags
1374, shampoo, paper towels, dinner rolls, beef, individual meals, vegetables, sugar, yogurt, tortillas, bagels, flour, coffee/tea, sugar, butter, yogurt, soap, milk, hand soap, 
1377, sandwich loaves, coffee/tea, fruits, juice, yogurt, pasta, pasta, sugar, milk, toilet paper, ketchup, vegetables, toilet paper, laundry detergent, coffee/tea, flour, all- purpose, lunch meat, yogurt
1378, milk, eggs, soda, ice cream, fruits, fruits, laundry detergent, pasta, mixes, bagels, sandwich bags, soda, vegetables, shampoo, aluminum foil, cheeses, vegetables, vegetables, aluminum foil
1381, juice, juice, butter, cereals, milk, eggs, soda, sandwich loaves, aluminum foil, mixes, soap, fruits, sugar, yogurt, pasta, tortillas, juice, milk, milk
1382, vegetables, paper towels, soda, sandwich loaves, waffles, soap, tortillas, sandwich loaves, soap, lunch meat, mixes, soda, cheeses, sandwich bags, pork, poultry, soda, bagels, fruits
1385, dishwashing liquid/detergent, toilet paper, cheeses, coffee/tea, all- purpose, sugar, milk, sugar, all- purpose, sugar, eggs, soap, bagels, toilet paper, tortillas, sugar, yogurt, ice cream, soap
1390, all- purpose, dishwashing liquid/detergent, yogurt, sandwich loaves, mixes, sandwich bags, vegetables, soda, butter, aluminum foil, yogurt, ice cream, poultry, individual meals, laundry detergent, soap, cheeses, sandwich loaves, vegetables
1392, flour, bagels, individual meals, soap, ketchup, vegetables, toilet paper, flour, juice, soap, laundry detergent, ketchup, dishwashing liquid/detergent, cereals, milk, ice cream, sandwich loaves, yogurt, all- purpose
1393, tortillas, individual meals, pork, eggs, dishwashing liquid/detergent, pork, fruits, sandwich bags, waffles, beef, pork, pasta, all- purpose, spaghetti sauce, vegetables, shampoo, paper towels, lunch meat, individual meals
1394, dishwashing liquid/detergent, aluminum foil, pasta, fruits, aluminum foil, toilet paper, fruits, milk, eggs, cheeses, ice cream, soap, soap, individual meals, beef, laundry detergent, soap, paper towels, vegetables
1399, pork, sugar, dishwashing liquid/detergent, cheeses, butter, dinner rolls, ketchup, cheeses, sugar, cheeses, vegetables, laundry detergent, pork, pork, waffles, poultry, sugar, sandwich bags, dishwashing liquid/detergent
1401, flour, pork, beef, flour, pasta, mixes, all- purpose, ice cream, dishwashing liquid/detergent, soda, beef, tortillas, mixes, mixes, ice cream, all- purpose, mixes, coffee/tea, pork
1402, yogurt, soap, ice cream, sugar, ketchup, individual meals, beef, waffles, ice cream, pasta, sandwich loaves, flour, soap, sandwich loaves, laundry detergent, yogurt, vegetables, pasta, tortillas
1405, sandwich bags, pork, ice cream, coffee/tea, flour, cheeses, laundry detergent, beef, shampoo, dinner rolls, pork, sugar, poultry, pasta, vegetables, sandwich loaves, waffles, vegetables, aluminum foil
1407, vegetables, tortillas, waffles, all- purpose, toilet paper, beef, yogurt, sugar, vegetables, vegetables, poultry, vegetables, milk, dinner rolls, cheeses, poultry, coffee/tea, soap, yogurt
1408, sandwich loaves, fruits, ice cream, vegetables, soda, paper towels, beef, fruits, ketchup, eggs, sugar, soap, butter, aluminum foil, waffles, mixes, waffles, ice cream, all- purpose
1410, juice, paper towels, waffles, ice cream, yogurt, vegetables, milk, aluminum foil, spaghetti sauce, waffles, bagels, toilet paper, pasta, lunch meat, toilet paper, toilet paper, cheeses, flour, coffee/tea
1413, paper towels, eggs, lunch meat, sandwich loaves, butter, dishwashing liquid/detergent, juice, laundry detergent, fruits, vegetables, dishwashing liquid/detergent, butter, poultry, bagels, hand soap, sandwich loaves, toilet paper, ice cream, vegetables
1417, flour, soda, ice cream, lunch meat, juice, ketchup, flour, beef, all- purpose, butter, laundry detergent, vegetables, butter, individual meals, cheeses, shampoo, fruits, vegetables, pork
1418, eggs, juice, dinner rolls, vegetables, yogurt, spaghetti sauce, beef, vegetables, paper towels, shampoo, dinner rolls, beef, aluminum foil, soda, pork, cereals, juice, cheeses, paper towels
1419, shampoo, soda, eggs, paper towels, flour, paper towels, shampoo, pasta, soda, eggs, ketchup, toilet paper, individual meals, yogurt, vegetables, vegetables, paper towels, cheeses, dishwashing liquid/detergent
1421, sandwich bags, soda, tortillas, soda, tortillas, eggs, pasta, soda, yogurt, shampoo, lunch meat, milk, laundry detergent, cheeses, cheeses, vegetables, sandwich bags, soap, mixes
1422, sugar, poultry, sandwich loaves, cereals, poultry, tortillas, vegetables, tortillas, vegetables, vegetables, ice cream, lunch meat, eggs, butter, toilet paper, ice cream, mixes, ketchup, tortillas
1424, individual meals, pork, individual meals, individual meals, soap, paper towels, sandwich loaves, eggs, cereals, aluminum foil, dinner rolls, ice cream, soap, shampoo, ketchup, pork, individual meals, soda, bagels
1426, soap, hand soap, all- purpose, sugar, vegetables, yogurt, poultry, hand soap, flour, waffles, pork, spaghetti sauce, butter, shampoo, mixes, dishwashing liquid/detergent, dinner rolls, cereals, flour
1428, all- purpose, tortillas, yogurt, all- purpose, ketchup, vegetables, butter, dinner rolls, flour, butter, ketchup, mixes, laundry detergent, milk, aluminum foil, cereals, bagels, poultry, coffee/tea
1430, aluminum foil, dishwashing liquid/detergent, spaghetti sauce, paper towels, soda, ketchup, dinner rolls, soap, ketchup, milk, milk, ice cream, flour, juice, spaghetti sauce, poultry, ice cream, waffles, cheeses
1432, lunch meat, eggs, eggs, individual meals, all- purpose, beef, spaghetti sauce, vegetables, paper towels, eggs, cereals, individual meals, fruits, dishwashing liquid/detergent, pork, cereals, ice cream, bagels, spaghetti sauce
1433, tortillas, bagels, all- purpose, spaghetti sauce, juice, sugar, paper towels, fruits, fruits, individual meals, eggs, spaghetti sauce, pork, pork, mixes, vegetables, fruits, yogurt, vegetables
1434, individual meals, beef, milk, laundry detergent, hand soap, bagels, milk, vegetables, aluminum foil, vegetables, toilet paper, aluminum foil, soda, vegetables, individual meals, poultry, aluminum foil, sandwich loaves, juice
1435, fruits, yogurt, sugar, cheeses, pasta, soda, butter, vegetables, butter, dishwashing liquid/detergent, cheeses, ice cream, pork, ice cream, dinner rolls, pasta, aluminum foil, beef, milk
1436, dishwashing liquid/detergent, flour, paper towels, yogurt, flour, spaghetti sauce, fruits, ice cream, vegetables, cheeses, all- purpose, pork, cheeses, yogurt, aluminum foil, cereals, lunch meat, butter, bagels
1441, lunch meat, flour, pasta, dinner rolls, soda, toilet paper, vegetables, aluminum foil, yogurt, toilet paper, paper towels, coffee/tea, ice cream, individual meals, mixes, soda, dishwashing liquid/detergent, eggs, eggs
1442, dinner rolls, spaghetti sauce, soda, butter, paper towels, poultry, pasta, dishwashing liquid/detergent, fruits, poultry, vegetables, butter, mixes, flour, cereals, cereals, pork, coffee/tea, aluminum foil
1443, juice, milk, paper towels, bagels, dinner rolls, soda, vegetables, pork, toilet paper, pasta, ketchup, soda, fruits, cereals, spaghetti sauce, dinner rolls, aluminum foil, dishwashing liquid/detergent, poultry
1445, mixes, fruits, pork, dinner rolls, butter, all- purpose, pasta, soda, pasta, sandwich loaves, eggs, mixes, vegetables, eggs, individual meals, vegetables, bagels, vegetables, sandwich loaves
1447, individual meals, fruits, toilet paper, cereals, individual meals, dishwashing liquid/detergent, mixes, dishwashing liquid/detergent, vegetables, ketchup, poultry, aluminum foil, butter, dishwashing liquid/detergent, shampoo, butter, butter, toilet paper, ketchup
1448, individual meals, sandwich bags, cereals, yogurt, soda, laundry detergent, bagels, laundry detergent, vegetables, vegetables, flour, cereals, spaghetti sauce, cheeses, aluminum foil, pasta, bagels, hand soap, soap
1449, dinner rolls, soda, dishwashing liquid/detergent, vegetables, individual meals, fruits, laundry detergent, ice cream, juice, beef, ketchup, bagels, paper towels, toilet paper, sandwich bags, vegetables, waffles, fruits, ketchup
1450, vegetables, ice cream, individual meals, pork, mixes, soap, ice cream, ketchup, mixes, individual meals, poultry, paper towels, vegetables, cheeses, mixes, bagels, vegetables, toilet paper, tortillas
1452, eggs, laundry detergent, sugar, flour, sandwich loaves, yogurt, lunch meat, vegetables, spaghetti sauce, beef, cereals, flour, cereals, poultry, soap, mixes, tortillas, eggs, mixes
1454, mixes, toilet paper, sandwich loaves, coffee/tea, vegetables, flour, soap, vegetables, beef, sugar, ice cream, cereals, tortillas, juice, soap, cereals, ketchup, paper towels, tortillas
1455, dishwashing liquid/detergent, toilet paper, toilet paper, mixes, yogurt, individual meals, dinner rolls, paper towels, sugar, tortillas, laundry detergent, vegetables, all- purpose, soda, butter, cheeses, paper towels, vegetables, ketchup
1456, cereals, sandwich loaves, soda, toilet paper, shampoo, pasta, beef, pasta, sandwich loaves, ice cream, cereals, dinner rolls, beef, cereals, yogurt, pasta, toilet paper, soap, coffee/tea
1457, ketchup, vegetables, juice, ketchup, soap, cheeses, shampoo, tortillas, lunch meat, waffles, flour, tortillas, ice cream, individual meals, paper towels, ice cream, fruits, coffee/tea, individual meals
1458, soap, all- purpose, lunch meat, vegetables, beef, dinner rolls, mixes, sandwich loaves, poultry, fruits, pork, lunch meat, paper towels, soda, aluminum foil, flour, pork, individual meals, sandwich loaves
1460, shampoo, pasta, flour, cereals, mixes, dishwashing liquid/detergent, aluminum foil, dishwashing liquid/detergent, tortillas, yogurt, flour, individual meals, laundry detergent, all- purpose, toilet paper, paper towels, pork, poultry, dinner rolls
1461, ketchup, paper towels, sandwich bags, pasta, laundry detergent, paper towels, butter, beef, waffles, tortillas, coffee/tea, waffles, poultry, juice, hand soap, ketchup, poultry, paper towels, soap
1462, dinner rolls, bagels, waffles, sandwich loaves, pasta, individual meals, milk, soap, laundry detergent, spaghetti sauce, shampoo, dinner rolls, cheeses, laundry detergent, waffles, cereals, all- purpose, poultry, dishwashing liquid/detergent
1464, dinner rolls, ice cream, butter, sandwich loaves, shampoo, beef, eggs, butter, beef, waffles, aluminum foil, ketchup, eggs, sandwich loaves, juice, coffee/tea, soap, hand soap, tortillas
1469, poultry, soap, mixes, fruits, dishwashing liquid/detergent, vegetables, eggs, ice cream, tortillas, sugar, lunch meat, tortillas, mixes, lunch meat, all- purpose, lunch meat, soap, soda, bagels
1471, all- purpose, sandwich loaves, pork, bagels, sugar, juice, flour, waffles, sandwich loaves, sandwich loaves, sandwich bags, juice, flour, fruits, all- purpose, soap, poultry, laundry detergent, beef
1472, mixes, sandwich bags, all- purpose, dinner rolls, soda, vegetables, pork, butter, lunch meat, toilet paper, ice cream, dishwashing liquid/detergent, spaghetti sauce, dinner rolls, tortillas, pork, shampoo, dinner rolls, cereals
1476, butter, butter, flour, fruits, vegetables, all- purpose, mixes, pork, mixes, sandwich loaves, flour, vegetables, mixes, beef, sandwich loaves, pasta, sandwich loaves, beef, eggs
1477, sandwich loaves, flour, yogurt, all- purpose, sandwich loaves, cereals, soap, toilet paper, sandwich bags, all- purpose, poultry, juice, dinner rolls, all- purpose, sandwich bags, lunch meat, all- purpose, sandwich bags, 
1478, cheeses, paper towels, vegetables, pasta, milk, cereals, poultry, cheeses, yogurt, coffee/tea, dinner rolls, soda, flour, all- purpose, yogurt, all- purpose, pasta, butter, dinner rolls
1479, beef, lunch meat, vegetables, vegetables, yogurt, ice cream, aluminum foil, poultry, individual meals, dinner rolls, pork, dinner rolls, vegetables, poultry, toilet paper, all- purpose, cheeses, spaghetti sauce, hand soap
1482, vegetables, vegetables, vegetables, vegetables, poultry, mixes, sandwich bags, vegetables, spaghetti sauce, juice, vegetables, yogurt, toilet paper, laundry detergent, hand soap, beef, aluminum foil, butter, 
1485, fruits, spaghetti sauce, mixes, vegetables, beef, lunch meat, dishwashing liquid/detergent, dishwashing liquid/detergent, waffles, poultry, laundry detergent, poultry, laundry detergent, lunch meat, coffee/tea, sandwich bags, paper towels, poultry, mixes
1486, spaghetti sauce, yogurt, sandwich loaves, poultry, mixes, ice cream, paper towels, sandwich loaves, cereals, yogurt, all- purpose, vegetables, cereals, pork, aluminum foil, pasta, individual meals, cereals, cheeses
1488, waffles, mixes, dinner rolls, vegetables, sandwich bags, ketchup, coffee/tea, cheeses, juice, yogurt, pasta, bagels, butter, sugar, vegetables, sandwich loaves, vegetables, soap, bagels
1489, sandwich bags, dishwashing liquid/detergent, toilet paper, juice, sandwich loaves, butter, sugar, vegetables, milk, butter, yogurt, laundry detergent, eggs, juice, vegetables, vegetables, coffee/tea, soda, dinner rolls
1491, cheeses, poultry, dishwashing liquid/detergent, sandwich loaves, toilet paper, eggs, soap, vegetables, sandwich loaves, toilet paper, ketchup, toilet paper, laundry detergent, lunch meat, ketchup, poultry, shampoo, sandwich bags, butter
1492, butter, hand soap, bagels, soap, laundry detergent, toilet paper, hand soap, fruits, ketchup, poultry, ice cream, juice, tortillas, ice cream, fruits, spaghetti sauce, hand soap, sandwich bags, spaghetti sauce
1494, beef, sandwich bags, hand soap, paper towels, paper towels, all- purpose, beef, fruits, coffee/tea, beef, shampoo, mixes, cheeses, juice, dishwashing liquid/detergent, ice cream, juice, ice cream, dinner rolls
1495, dinner rolls, lunch meat, spaghetti sauce, pasta, vegetables, cereals, dinner rolls, soap, milk, eggs, poultry, cheeses, cereals, mixes, dishwashing liquid/detergent, dinner rolls, individual meals, hand soap, milk
1496, lunch meat, eggs, poultry, vegetables, tortillas, beef, beef, individual meals, dishwashing liquid/detergent, shampoo, dishwashing liquid/detergent, dishwashing liquid/detergent, hand soap, sugar, eggs, juice, bagels, paper towels, soap
1497, ketchup, milk, poultry, cheeses, soap, toilet paper, yogurt, beef, waffles, sugar, spaghetti sauce, all- purpose, sandwich bags, toilet paper, soda, soda, soda, paper towels, vegetables
